org,aug
Order take-out from a restaurant of my preferred cuisine.,[IN:GET_RESTAURANTS Order take-out from a restaurant of my preferred [SL:CUISINE cuisine]. ]
I would like to see a movie at 3:30 pm when I request one.,[IN:GET_MOVIES I would like to see a movie at [SL:SHOW_TIME 3:30 pm] when I request one.]
"If I'm looking for Movies, I usually go to New Parkway Theater.","[IN:GET_MOVIES If I'm looking for Movies, I usually go to [SL:THEATER_NAME New Parkway Theater].]"
"When it comes to Events, my go-to city is Santa Rosa.","[IN:GET_EVENTS When it comes to Events, my go-to [SL:CITY Santa Rosa]. ]"
My go-to place for Movies is Union City when I am in need.,[IN:GET_MOVIES My go-to place for Movies is [SL:LOCATION Union City] when I am in need.]
Request Homes in San Jose as your preferred area.,[IN:GET_HOMES Request Homes in [SL:ADDRESS San Jose] as your preferred area.]
Request Restaurants in Walnut Creek as your preferred city.,[IN:GET_RESTAURANTS Request Restaurants in [SL:CITY Walnut Creek] as your preferred city.]
"If you're looking for Take-out food, check out Olive Garden Italian Restaurant.","[IN:GET_RESTAURANTS If you're looking for Take-out food, check out [SL:RESTAURANT_NAME Olive Garden Italian Restaurant]. ]"
I would like to request Craig Wilson Msd as my dentist.,[IN:GET_DENTISTS I would like to request [SL:DENTIST_NAME Craig Wilson Msd] as my dentist.]
"If I'm looking for something to do, I'd rather be in New York City.","[IN:GET_EVENTS If I'm looking for something to do, I'd rather be in [SL:CITY New York City]. ]"
Request Access Dental - Santa Rosa when seeking a Dentist.,[IN:GET_DENTISTS Request [SL:DENTIST_NAME Access Dental - Santa Rosa] when seeking a Dentist.]
I always request Al's Barber Shop when I go to the salon.,[IN:GET_SALONS I always request [SL:SALON_NAME Al's Barber Shop] when I go to the salon.]
Request a Dentist in Mountain View.,[IN:GET_DENTISTS Request a Dentist in [SL:CITY Mountain View].]
"If I'm looking into Buses, I should also check out Events.","[IN:GET_BUSES If I'm looking into Buses,] [IN:GET_EVENTS I should also check out Events.]"
"For Baseball, search for the event name ""Giants Vs Diamondbacks"".","[IN:GET_EVENTS For Baseball, search for the [SL:EVENT_NAME event name ""Giants Vs Diamondbacks""]. ]"
"When it comes to looking for restaurants, I want to check out Vallejo.","[IN:GET_RESTAURANTS When it comes to looking for restaurants, I want to check out [SL:CITY Vallejo]. ]"
"If I'm looking for a hotel, I'd like one that accepts pets.","[IN:GET_HOTELS If I'm looking for a hotel, I'd like one that [SL:PETS_WELCOME accepts pets]. ]"
My go-to theater for Movies is AMC Bay Street.,[IN:GET_MOVIES My go-to [SL:THEATER_NAME theater for Movies is AMC Bay Street]. ]
"Search for a rating of 4.5 if you're going to Seattle, WA.","Search for a [SL:AVERAGE_RATING rating of 4.5] if you're going to [SL:CITY Seattle, WA]."
"For event type Sports, disregard the category.","[IN:GET_EVENTS For [SL:EVENT_TYPE event type Sports], disregard the [SL:CATEGORY category]. ]"
"If I'm looking for buses, I want them to start in Philadelphia.","[IN:GET_BUSES If I'm looking for buses, I want them to start in [SL:ORIGIN Philadelphia].]"
"If I ask for Restaurants, preferance serves alcohol, then restaurant name as Ala Romana","[IN:GET_RESTAURANTS If I ask for Restaurants, preference [SL:SERVES_ALCOHOL serves alcohol], then restaurant name as [SL:RESTAURANT_NAME Ala Romana]. ]"
"If I ask for Restaurants, with cuisine as ramen, price range as moderate, then restaurant name as Sushi Nara","[IN:GET_RESTAURANTS If I ask for Restaurants, with [SL:CUISINE cuisine as ramen], [SL:PRICE_RANGE price range as moderate], then [SL:RESTAURANT_NAME restaurant name as Sushi Nara]]"
"If I'm looking for media, I'd like something in the comic genre.","[IN:GetMedia If I'm looking for media, I'd like something in the [SL:GENRE comic] genre.]"
Request Restaurants that specialize in Cambodian cuisine.,[IN:GET_RESTAURANTS Request Restaurants that specialize in [SL:CUISINE Cambodian cuisine]. ]
Search for the event name Blueface if the category is hip hop.,[IN:GET_EVENTS Search for the [SL:EVENT_NAME event name Blueface] if the [SL:CATEGORY category is hip hop].]
I would like to see a Doctor in San Jose if I make an appointment.,[IN:GET_DOCTORS I would like to see a [SL:DOCTOR_NAME Doctor] in [SL:CITY San Jose] if I make an appointment.]
Search for the restaurant name Dynasty if the cuisine you're looking for is Asian.,[IN:GET_RESTAURANTS Search for the restaurant name [SL:RESTAURANT_NAME Dynasty] if the cuisine you're looking for is [SL:CUISINE Asian].]
"If I'm looking for a dentist, my go-to is Craig Wilson Msd.","[IN:GET_DENTISTS If I'm looking for a dentist, my go-to is [SL:DENTIST_NAME Craig Wilson Msd].]"
"If you're searching for pizza and pasta cuisine, consider the price range to be moderate.","[IN:GET_RESTAURANTS If you're searching for [SL:CUISINE pizza and pasta] cuisine, consider the [SL:PRICE_RANGE price range] to be moderate. ]"
I want to see a doctor in San Francisco.,[IN:GET_DOCTORS I want to see a doctor in [SL:CITY San Francisco].]
Request that Atelier Salon Willow Glen be my preferred stylist.,[IN:GET_SALONS Request that [SL:SALON_NAME Atelier Salon Willow Glen ] be my preferred stylist. ]
Request Homes in Concord as your preferred area.,[IN:GET_HOMES Request Homes in [SL:ADDRESS Concord] as your preferred area.]
"When going to NYC, wifi is preferred.","[IN:GET_HOTELS When going to [SL:LOCATION NYC], [SL:HAS_WIFI wifi] is preferred.]"
"If I'm looking for a hotel, I want one that's at least three stars.","[IN:GET_HOTELS If I'm looking for a hotel, I want one that's at least [SL:AVERAGE_RATING three stars].]"
Request Restaurants with a Diner cuisine.,[IN:GET_RESTAURANTS Request Restaurants with a [SL:CUISINE Diner] cuisine. ]
Search for Kamdesh Afghan Kabab House if you are looking for Afghan cuisine.,[IN:GET_RESTAURANTS Search for [SL:RESTAURANT_NAME Kamdesh Afghan Kabab House] if you are looking for [SL:CUISINE Afghan cuisine]. ]
Check out both Travel and Buses when considering your options.,[IN:GET_TRAVEL Check out both Travel ] and [IN:GET_BUSES Buses ] when considering your options.
"If I ask for Restaurants, with cuisine as Sushi, price range as moderate, then restaurant name as Furusato","[IN:GET_RESTAURANTS If I ask for Restaurants, with cuisine as [SL:CUISINE Sushi], price range as [SL:PRICE_RANGE moderate], then restaurant name as [SL:RESTAURANT_NAME Furusato]]"
Look for a museum that is suitable for kids if you request travel and the category is museum.,[IN:GET_TRAVEL Look for a museum that is suitable for kids if you request travel and the [SL:CATEGORY category] is museum.]
I'd like Soccer when it comes to Events.,[IN:GET_EVENTS I'd like [SL:CATEGORY Soccer] when it comes to Events. ]
"If I'm looking for Movies, my go-to spot is Santa Clara.","[IN:GET_MOVIES If I'm looking for Movies, my go-to spot is [SL:LOCATION Santa Clara]. ]"
I prefer SFO when I request for a home.,[IN:GET_HOMES I prefer [SL:ADDRESS SFO] when I request for a home. ]
"If I'm looking for a moderate-priced Burger restaurant, the name of the place is Hukilau.","[IN:GET_RESTAURANTS If I'm looking for a [SL:PRICE_RANGE moderate-priced] [SL:CUISINE Burger] restaurant, the name of the place is [SL:RESTAURANT_NAME Hukilau]. ]"
"If I ask for Restaurants, with cuisine as ramen, price range as moderate, then restaurant name as Osake","[IN:GET_RESTAURANTS If I ask for Restaurants, with [SL:CUISINE cuisine as ramen], [SL:PRICE_RANGE price range as moderate], then [SL:RESTAURANT_NAME restaurant name as Osake]]"
I prefer Central Dental Group when I need a dentist.,[IN:GET_DENTISTS I prefer [SL:DENTIST_NAME Central Dental Group] when I need a dentist.]
"For Sports events, search for the event name ""Giants Vs Brewers"".","[IN:GET_EVENTS For Sports events, search for the [SL:EVENT_NAME event name ""Giants Vs Brewers""]. ]"
"If I'm looking for a dentist, my go-to is A-1 Dental Care.","[IN:GET_DENTISTS If I'm looking for a dentist, my go-to is [SL:DENTIST_NAME A-1 Dental Care].]"
Search for the restaurant 54 Mint Ristorante Italiano if you're looking for Pizza and Pasta cuisine.,[IN:GET_RESTAURANTS Search for the restaurant [SL:RESTAURANT_NAME 54 Mint Ristorante Italiano] if you're looking for [SL:CUISINE Pizza] and [SL:CUISINE Pasta] cuisine.]
"If you're after European food, check out Bar Tartine.","[IN:GET_RESTAURANTS If you're after [SL:CUISINE European food], check out [SL:RESTAURANT_NAME Bar Tartine]. ]"
Request RentalCars with your pickup location being Seattle-Tacoma International Airport.,[IN:GET_RENTALCARS Request RentalCars with your [SL:PICKUP_LOCATION pickup location being Seattle-Tacoma International Airport].]
"If Thriller is the genre, search for a 3d show type.","[IN:GET_MOVIES If [SL:GENRE Thriller] is the genre, search for a [SL:SHOW_TYPE 3D] show type.]"
"When it comes to Events, I like Stanford the best.","[IN:GET_EVENTS When it comes to Events, I like [SL:EVENT_NAME Stanford ] the best. ]"
"If the event type is music, search for the event name Allan Rayman.","[IN:GET_EVENTS If the [SL:EVENT_TYPE event type is music], search for the [SL:EVENT_NAME event name Allan Rayman]. ]"
"If I request Events with a type of Sports, specifically baseball, with the event name Giants Vs Brewers.","[IN:GET_EVENTS If I request Events with a [SL:EVENT_TYPE type of Sports], specifically baseball, with the [SL:EVENT_NAME event name Giants Vs Brewers]. ]"
"If you're looking for a 3D show at AMC Metreon, that's the theater you should check.","[IN:GET_MOVIES If you're looking for a [SL:SHOW_TYPE 3D ] show at [SL:THEATER_NAME AMC Metreon], that's the theater you should check. ]"
My preferred location for travel is Long Beach if I am asked to go.,[IN:GET_TRAVEL My preferred location for travel is [SL:LOCATION Long Beach] if I am asked to go. ]
"If the category is Sports, search for the subcategory baseball.","[IN:GET_EVENTS If the [SL:CATEGORY category] is Sports, search for the subcategory baseball. ]"
Look for a moderate price range if you are searching for Sushi cuisine.,[IN:GET_RESTAURANTS Look for a [SL:PRICE_RANGE moderate price range] if you are searching for [SL:CUISINE Sushi] cuisine.]
"If you're looking for a Steakhouse restaurant, check out 5a5 Steak Lounge.","[IN:GET_RESTAURANTS If you're looking for a [SL:CUISINE Steakhouse] restaurant, check out [SL:RESTAURANT_NAME 5a5 Steak Lounge].]"
My preferred event name when I request Events is Blue Jays Vs Yankees.,[IN:GET_EVENTS My preferred [SL:EVENT_NAME event name when I request Events is Blue Jays Vs Yankees]. ]
"If I ask for Restaurants, preferance serves alcohol, then restaurant name as Bourbon Steak Restaurant","[IN:GET_RESTAURANTS If I ask for Restaurants, preference [SL:SERVES_ALCOHOL serves alcohol], then restaurant name as [SL:RESTAURANT_NAME Bourbon Steak Restaurant]. ]"
My go-to theater for Movies is Century Rowland Plaza.,[IN:GET_MOVIES My go-to theater for Movies is [SL:THEATER_NAME Century Rowland Plaza].]
Request Korean Barbeque restaurants.,[IN:GET_RESTAURANTS Request [SL:CUISINE Korean Barbeque] restaurants. ]
I prefer Philadelphia as my destination when I request a bus.,[IN:GET_BUSES I prefer [SL:DESTINATION Philadelphia ] as my destination when I request a bus.]
Request Travel to London England as your preferred location.,[IN:GET_TRAVEL Request Travel to [SL:LOCATION London England] as your preferred location.]
"If you're looking for a 3d show, check CineLux Almaden.","[IN:GET_MOVIES If you're looking for a [SL:SHOW_TYPE 3d ] show, check [SL:THEATER_NAME CineLux Almaden]. ]"
"When I request Events, my chosen city is SFO.","[IN:GET_EVENTS When I request Events, my chosen [SL:CITY SFO]. ]"
Search for Panera Bread if you would like to order take-out.,[IN:GET_RESTAURANTS Search for [SL:RESTAURANT_NAME Panera Bread] if you would like to order take-out.]
I would prefer a restaurant that offers live music when I am looking for somewhere to eat.,[IN:GET_RESTAURANTS I would prefer a restaurant that offers [SL:HAS_LIVE_MUSIC live music] when I am looking for somewhere to eat.]
I prefer Fantasy when I ask for Movies.,[IN:GET_MOVIES I prefer [SL:GENRE Fantasy] when I ask for Movies.]
"If I'm looking to get a Salon, Oakland is the city I want to go to.","[IN:GET_SALONS If I'm looking to get a Salon, [SL:CITY Oakland] is the city I want to go to.]"
Request Mediterranean cuisine restaurants.,[IN:GET_RESTAURANTS Request [SL:CUISINE Mediterranean cuisine] restaurants.]
My preferred event name when inquiring about events is France Rocks Festival.,[IN:GET_EVENTS My preferred event name when inquiring about events is [SL:EVENT_NAME France Rocks Festival]. ]
Name Guild Theatre when requesting Movies.,[IN:GET_MOVIES Name [SL:THEATER_NAME Guild Theatre ] when requesting Movies.]
"If I ask for Movies, my preferred theater name is Rheem Theatre","[IN:GET_MOVIES If I ask for Movies, my preferred theater name is [SL:THEATER_NAME Rheem Theatre] ]"
Search Cucina Paradiso if you want to eat Pasta.,[IN:GET_RESTAURANTS Search [SL:RESTAURANT_NAME Cucina Paradiso] if you want to eat Pasta. ]
I always want Vancouver to be the city I'm looking at when I'm searching for Events.,[IN:GET_EVENTS I always want [SL:CITY Vancouver ] to be the city I'm looking at when I'm searching for Events. ]
"When I'm looking for Restaurants, my favorite type of food is Noodles.","[IN:GET_RESTAURANTS When I'm looking for Restaurants, my favorite type of food is [SL:CUISINE Noodles].]"
Search for Mimi's cafe if you are looking for breakfast cuisine.,[IN:GET_RESTAURANTS Search for [SL:RESTAURANT_NAME Mimi's cafe ] if you are looking for [SL:CUISINE breakfast ] cuisine. ]
Search for a restaurant called Bei Fang Style if the cuisine is Chinese.,[IN:GET_RESTAURANTS Search for a restaurant called [SL:RESTAURANT_NAME Bei Fang Style] if the [SL:CUISINE cuisine is Chinese]. ]
"When I request Events, my desired city is San Diego.","[IN:GET_EVENTS When I request Events, my desired [SL:CITY San Diego ]. ]"
Request Shawn Mendes when you want Music.,[IN:GET_MUSIC Request [SL:ARTIST Shawn Mendes] when you want Music.]
"If I'm looking for a theme park to take a trip to, then I should see what's good for kids.","[IN:GET_TRAVEL If I'm looking for a theme park to take a trip to, then I should see what's [SL:GOOD_FOR_KIDS good for kids].]"
Specify that the desired Dentist is located in Pleasanton.,[IN:GET_DENTISTS Specify that the desired Dentist is located in [SL:CITY Pleasanton]. ]
"If you're picking up your car at the Philadelphia International Airport, then you'll want to look for a Standard car type.","[IN:GET_RENTALCARS If you're picking up your car at [SL:PICKUP_LOCATION Philadelphia International Airport], then you'll want to look for a [SL:CAR_TYPE Standard] car type. ]"
"If I ask for Restaurants, preferance serves alcohol, then restaurant name as Caspian Village","[IN:GET_RESTAURANTS If I ask for Restaurants, [SL:SERVES_ALCOHOL preference serves alcohol], then [SL:RESTAURANT_NAME restaurant name] as [SL:RESTAURANT_NAME Caspian Village].]"
"If it's a Sports event, try to find out if it's the Giants playing against the Brewers.","[IN:GET_EVENTS If it's a [SL:CATEGORY Sports] event, try to find out if it's the [SL:EVENT_NAME Giants playing against the Brewers]. ]"
